"B009","Herpesviral infection, unspecified","2020-10-21 22:54:58.000000"
"B01","Varicella [chickenpox]","2020-10-21 22:54:58.000000"
"B011","Varicella encephalitis, myelitis and encephalomyelitis","2020-10-21 22:54:58.000000"
"B012","Varicella pneumonia","2020-10-21 22:54:58.000000"
"B018","Varicella with other complications","2020-10-21 22:54:58.000000"
"B019","Varicella without complication","2020-10-21 22:54:58.000000"
"B02","Zoster [herpes zoster]","2020-10-21 22:54:58.000000"
"B022","Zoster with other nervous system involvement","2020-10-21 22:54:58.000000"
"B023","Zoster ocular disease","2020-10-21 22:54:58.000000"
"B027","Disseminated zoster","2020-10-21 22:54:58.000000"
"B028","Zoster with other complications","2020-10-21 22:54:58.000000"
"B029","Zoster without complications","2020-10-21 22:54:58.000000"
"B03","Smallpox","2020-10-21 22:54:58.000000"
"B04","Monkeypox","2020-10-21 22:54:58.000000"
"B05","Measles","2020-10-21 22:54:58.000000"
"B058","Measles with other complications","2020-10-21 22:54:58.000000"
"B059","Measles without complication","2020-10-21 22:54:58.000000"
"B06","Rubella [German measles]","2020-10-21 22:54:58.000000"
"B060","Rubella with neurological complications","2020-10-21 22:54:58.000000"
"B068","Rubella with other complications","2020-10-21 22:54:58.000000"
"B069","Rubella without complication","2020-10-21 22:54:58.000000"
"B07","Viral warts","2020-10-21 22:54:58.000000"
"B08","Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified","2020-10-21 22:54:58.000000"
"B080","Other orthopoxvirus infections","2020-10-21 22:54:58.000000"
"B0801","Cowpox and vaccinia not from vaccine","2020-10-21 22:54:58.000000"
"B0802","Orf virus disease","2020-10-21 22:54:58.000000"
"B0803","Pseudocowpox [milker's node]","2020-10-21 22:54:58.000000"
"B0804","Paravaccinia, unspecified","2020-10-21 22:54:58.000000"
"B0809","Other orthopoxvirus infections","2020-10-21 22:54:58.000000"
"B081","Molluscum contagiosum","2020-10-21 22:54:58.000000"
"B082","Exanthema subitum [sixth disease]","2020-10-21 22:54:58.000000"
"B083","Erythema infectiosum [fifth disease]","2020-10-21 22:54:58.000000"
"B084","Enteroviral vesicular stomatitis with exanthem","2020-10-21 22:54:58.000000"
"B085","Enteroviral vesicular pharyngitis","2020-10-21 22:54:58.000000"
"B086","Parapoxvirus infections","2020-10-21 22:54:58.000000"
"B087","Yatapoxvirus infections","2020-10-21 22:54:58.000000"
"B088","Other specified viral infections characterized by skin and mucous membrane lesions","2020-10-21 22:54:58.000000"
"B09","Unspecified viral infection characterized by skin and mucous membrane lesions","2020-10-21 22:54:58.000000"
"B10","Other human herpesviruses","2020-10-21 22:54:58.000000"
"B100","Other human herpesvirus encephalitis","2020-10-21 22:54:58.000000"
"B108","Other human herpesvirus infection","2020-10-21 22:54:58.000000"
"B15","Acute hepatitis A","2020-10-21 22:54:58.000000"
"B16","Acute hepatitis B","2020-10-21 22:54:58.000000"
"B17","Other acute viral hepatitis","2020-10-21 22:54:58.000000"
"B171","Acute hepatitis C","2020-10-21 22:54:58.000000"
"B172","Acute hepatitis E","2020-10-21 22:54:58.000000"
"B178","Other specified acute viral hepatitis","2020-10-21 22:54:58.000000"
"B179","Acute viral hepatitis, unspecified","2020-10-21 22:54:58.000000"
"B18","Chronic viral hepatitis","2020-10-21 22:54:58.000000"
"B19","Unspecified viral hepatitis","2020-10-21 22:54:58.000000"
"B191","Unspecified viral hepatitis B","2020-10-21 22:54:58.000000"
"B192","Unspecified viral hepatitis C","2020-10-21 22:54:58.000000"
"B199","Unspecified viral hepatitis without hepatic coma","2020-10-21 22:54:58.000000"
"B20","Human immunodeficiency virus [HIV] disease","2020-10-21 22:54:58.000000"
"B25","Cytomegaloviral disease","2020-10-21 22:54:58.000000"
"B26","Mumps","2020-10-21 22:54:58.000000"
"B268","Mumps with other complications","2020-10-21 22:54:58.000000"
"B269","Mumps without complication","2020-10-21 22:54:58.000000"
"B27","Infectious mononucleosis","2020-10-21 22:54:58.000000"
"B270","Gammaherpesviral mononucleosis","2020-10-21 22:54:58.000000"
"B271","Cytomegaloviral mononucleosis","2020-10-21 22:54:58.000000"
"B278","Other infectious mononucleosis","2020-10-21 22:54:58.000000"
"B279","Infectious mononucleosis, unspecified","2020-10-21 22:54:58.000000"
"B30","Viral conjunctivitis","2020-10-21 22:54:58.000000"
"B33","Other viral diseases, not elsewhere classified","2020-10-21 22:54:58.000000"
"B332","Viral carditis","2020-10-21 22:54:58.000000"
"B333","Retrovirus infections, not elsewhere classified","2020-10-21 22:54:58.000000"
"B334","Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]","2020-10-21 22:54:58.000000"
"B338","Other specified viral diseases","2020-10-21 22:54:58.000000"
"B34","Viral infection of unspecified site","2020-10-21 22:54:58.000000"
"B35","Dermatophytosis","2020-10-21 22:54:58.000000"
"B36","Other superficial mycoses","2020-10-21 22:54:58.000000"
"B37","Candidiasis","2020-10-21 22:54:58.000000"
"B374","Candidiasis of other urogenital sites","2020-10-21 22:54:58.000000"
"B375","Candidal meningitis","2020-10-21 22:54:58.000000"
"B376","Candidal endocarditis","2020-10-21 22:54:58.000000"
"B377","Candidal sepsis","2020-10-21 22:54:58.000000"
"B378","Candidiasis of other sites","2020-10-21 22:54:58.000000"
"B379","Candidiasis, unspecified","2020-10-21 22:54:58.000000"
"B38","Coccidioidomycosis","2020-10-21 22:54:58.000000"
"B388","Other forms of coccidioidomycosis","2020-10-21 22:54:58.000000"
"B389","Coccidioidomycosis, unspecified","2020-10-21 22:54:58.000000"
"B39","Histoplasmosis","2020-10-21 22:54:58.000000"
"B40","Blastomycosis","2020-10-21 22:54:58.000000"
"B408","Other forms of blastomycosis","2020-10-21 22:54:58.000000"
"B409","Blastomycosis, unspecified","2020-10-21 22:54:58.000000"
"B41","Paracoccidioidomycosis","2020-10-21 22:54:58.000000"
"B42","Sporotrichosis","2020-10-21 22:54:58.000000"
"B428","Other forms of sporotrichosis","2020-10-21 22:54:58.000000"
"B429","Sporotrichosis, unspecified","2020-10-21 22:54:58.000000"
"B43","Chromomycosis and pheomycotic abscess","2020-10-21 22:54:58.000000"
"B44","Aspergillosis","2020-10-21 22:54:58.000000"
"B448","Other forms of aspergillosis","2020-10-21 22:54:58.000000"
"B449","Aspergillosis, unspecified","2020-10-21 22:54:58.000000"
"B45","Cryptococcosis","2020-10-21 22:54:58.000000"
"B46","Zygomycosis","2020-10-21 22:54:58.000000"
"B47","Mycetoma","2020-10-21 22:54:58.000000"
"B48","Other mycoses, not elsewhere classified","2020-10-21 22:54:58.000000"
"B49","Unspecified mycosis","2020-10-21 22:54:58.000000"
"B50","Plasmodium falciparum malaria","2020-10-21 22:54:58.000000"
"B51","Plasmodium vivax malaria","2020-10-21 22:54:58.000000"
"B52","Plasmodium malariae malaria","2020-10-21 22:54:58.000000"
"B53","Other specified malaria","2020-10-21 22:54:58.000000"
"B54","Unspecified malaria","2020-10-21 22:54:58.000000"
"B55","Leishmaniasis","2020-10-21 22:54:58.000000"
"B56","African trypanosomiasis","2020-10-21 22:54:58.000000"
"B57","Chagas' disease","2020-10-21 22:54:58.000000"
"B573","Chagas' disease (chronic) with digestive system involvement","2020-10-21 22:54:58.000000"
"B574","Chagas' disease (chronic) with nervous system involvement","2020-10-21 22:54:58.000000"
"B575","Chagas' disease (chronic) with other organ involvement","2020-10-21 22:54:58.000000"
"B58","Toxoplasmosis","2020-10-21 22:54:58.000000"
"B580","Toxoplasma oculopathy","2020-10-21 22:54:58.000000"
"B581","Toxoplasma hepatitis","2020-10-21 22:54:58.000000"
"B582","Toxoplasma meningoencephalitis","2020-10-21 22:54:58.000000"
"B583","Pulmonary toxoplasmosis","2020-10-21 22:54:58.000000"
"B588","Toxoplasmosis with other organ involvement","2020-10-21 22:54:58.000000"
"B589","Toxoplasmosis, unspecified","2020-10-21 22:54:58.000000"
"B59","Pneumocystosis","2020-10-21 22:54:58.000000"
"B60","Other protozoal diseases, not elsewhere classified","2020-10-21 22:54:58.000000"
"B601","Acanthamebiasis","2020-10-21 22:54:58.000000"
"B602","Naegleriasis","2020-10-21 22:54:58.000000"
"B608","Other specified protozoal diseases","2020-10-21 22:54:58.000000"
"B64","Unspecified protozoal disease","2020-10-21 22:54:58.000000"
"B65","Schistosomiasis [bilharziasis]","2020-10-21 22:54:58.000000"
"B66","Other fluke infections","2020-10-21 22:54:58.000000"
"B67","Echinococcosis","2020-10-21 22:54:58.000000"
"B673","Echinococcus granulosus infection, other and multiple sites","2020-10-21 22:54:58.000000"
"B674","Echinococcus granulosus infection, unspecified","2020-10-21 22:54:58.000000"
"B675","Echinococcus multilocularis infection of liver","2020-10-21 22:54:58.000000"
"B676","Echinococcus multilocularis infection, other and multiple sites","2020-10-21 22:54:58.000000"
"B677","Echinococcus multilocularis infection, unspecified","2020-10-21 22:54:58.000000"
"B678","Echinococcosis, unspecified, of liver","2020-10-21 22:54:58.000000"
"B679","Echinococcosis, other and unspecified","2020-10-21 22:54:58.000000"
"B68","Taeniasis","2020-10-21 22:54:58.000000"
"B69","Cysticercosis","2020-10-21 22:54:58.000000"
"B698","Cysticercosis of other sites","2020-10-21 22:54:58.000000"
"B699","Cysticercosis, unspecified","2020-10-21 22:54:58.000000"
"B70","Diphyllobothriasis and sparganosis","2020-10-21 22:54:58.000000"
"B71","Other cestode infections","2020-10-21 22:54:58.000000"
"B72","Dracunculiasis","2020-10-21 22:54:58.000000"
"B73","Onchocerciasis","2020-10-21 22:54:58.000000"
"B730","Onchocerciasis with eye disease","2020-10-21 22:54:58.000000"
"B731","Onchocerciasis without eye disease","2020-10-21 22:54:58.000000"
"B74","Filariasis","2020-10-21 22:54:58.000000"
"B75","Trichinellosis","2020-10-21 22:54:58.000000"
"B76","Hookworm diseases","2020-10-21 22:54:58.000000"
"B77","Ascariasis","2020-10-21 22:54:58.000000"
"B778","Ascariasis with other complications","2020-10-21 22:54:58.000000"
"B779","Ascariasis, unspecified","2020-10-21 22:54:58.000000"
"B78","Strongyloidiasis","2020-10-21 22:54:58.000000"
"B79","Trichuriasis","2020-10-21 22:54:58.000000"
"B80","Enterobiasis","2020-10-21 22:54:58.000000"
"B81","Other intestinal helminthiases, not elsewhere classified","2020-10-21 22:54:58.000000"
"B82","Unspecified intestinal parasitism","2020-10-21 22:54:58.000000"
"B83","Other helminthiases","2020-10-21 22:54:58.000000"
"B85","Pediculosis and phthiriasis","2020-10-21 22:54:58.000000"
"B86","Scabies","2020-10-21 22:54:58.000000"
"B87","Myiasis","2020-10-21 22:54:58.000000"
"B878","Myiasis of other sites","2020-10-21 22:54:58.000000"
"B879","Myiasis, unspecified","2020-10-21 22:54:58.000000"
"B88","Other infestations","2020-10-21 22:54:58.000000"
"B89","Unspecified parasitic disease","2020-10-21 22:54:58.000000"
"B90","Sequelae of tuberculosis","2020-10-21 22:54:58.000000"
"B91","Sequelae of poliomyelitis","2020-10-21 22:54:58.000000"
"B92","Sequelae of leprosy","2020-10-21 22:54:58.000000"
"B94","Sequelae of other and unspecified infectious and parasitic diseases","2020-10-21 22:54:58.000000"
"B95","Streptococcus, Staphylococcus, and Enterococcus as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B956","Staphylococcus aureus as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B957","Other staphylococcus as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B958","Unspecified staphylococcus as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B96","Other bacterial agents as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B962","Escherichia coli [E. coli ] as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B963","Hemophilus influenzae [H. influenzae] as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B964","Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B965","Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B966","Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B967","Clostridium perfringens [C. perfringens] as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B968","Other specified bacterial agents as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B97","Viral agents as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B971","Enterovirus as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B972","Coronavirus as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B973","Retrovirus as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B974","Respiratory syncytial virus as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B975","Reovirus as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
"B976","Parvovirus as the cause of diseases classified elsewhere","2020-10-21 22:54:58.000000"
